Stanza_text,ST_Correct,Title,Author,Year,Copyrighted
"Llamó tocaya un chulo
 A una manola:
«Barbarita me llaman»,
 Dijo la moza;
 «Y usted, buen hombre,
Será, como es rollizo,
 Un barbarote».",seguidilla_compuesta,Epigrama,"Hartzenbusch, Juan Eugenio",1880,
"Tras la dicha corremos
 Y ella se esconde,
Y jamás en la vida
 Sabemos dónde.
 ¡Qué, triste suerte!
¡Ser la dicha dudosa,
 Cierta la muerte!",seguidilla_compuesta,La dicha,"Hartzenbusch, Juan Eugenio",1880,
"«Dime adiós» —a un niñito
    Dice la madre,
Y él sigue hecho una risa,
    Como estaba antes.
Bríndale un beso.
No un adiós, que en el cielo
    No ha aprendido eso.",seguidilla_compuesta,El adiós del niño,"Ratisbonne, Louis",1900,
"Tu sonrisa, en el alma
  Del que te mira,
Cae cual copo de nieve
  Blanda y tranquila.
  Deshecho el copo,
En lágrimas de fuego
  Brilla en los ojos.",seguidilla_compuesta,En el álbum de la señorita Leontina Marié,"Pombo, Rafael",1912,
"Bien guardas tus secretos,
 Niña discreta,
Que a mis preguntas muda
 Calla tu lengua.
 Pero tus ojos...
¡Pícaros habladores!
 Lo cuentan todo.",seguidilla_compuesta,Todo,"Selgás y Carrasco, José",1882,
"Al salir de tu casa,
blanca doncella, 
acuérdate que sales 
como una estrella....
Limpia de cuerpo y ropa
al salir de tu casa 
para la boda.",seguidilla_compuesta,Bodas de sangre,"García Lorca, Federico",1936,
"La cebolla es escarcha  
cerrada y pobre.  
Escarcha de tus días  
y de mis noches.  
Hambre y cebolla,  
hielo negro y escarcha  
grande y redonda.",seguidilla_compuesta,Nanas de la Cebolla,"Hernández, Miguel",1942,Yes
"Yo voy como un ciego
por esos caminos.
Siempre pensando en la penita negra
que llevo conmigo.",seguidilla_gitana,La “toná” de la fragua,"Machado, Manuel",1947,Yes
"Las que se publican  
no son grandes penas.  
Las que se callan y se llevan dentro
son las verdaderas.",seguidilla_gitana,La “toná” de la fragua,"Machado, Manuel",1947,Yes
"Vino como vienen,
sin saber de dónde,
el agua a los mares, las flores a mayo,
los vientos al bosque.",seguidilla_gitana,La “toná” de la fragua,"Machado, Manuel",1947,Yes
"Vino, y se ha quedado
en mi corazón,
como el amargo en la corteza verde
del verde limón.",seguidilla_gitana,La “toná” de la fragua,"Machado, Manuel",1947,Yes
"Como las raíces
de la enredadera,
se va alimentando la pena en mi pecho
con sangre e mis venas.",seguidilla_gitana,La “toná” de la fragua,"Machado, Manuel",1947,Yes
"Yo no sé por dónde,
ni por dónde no,
se me ha liao esta soguita al cuerpo
sin saberlo yo.",seguidilla_gitana,La “toná” de la fragua,"Machado, Manuel",1947,Yes
"Se murió la musa
del novel poeta;
decapitada por verdugo tuerto,
sangraban sus letras.",seguidilla_gitana,Gritos huecos,"Calderón, José Luis",-,Yes
"Lágrima gitana,
plañidera infame;
hipocresía de los gritos huecos
de oscuros pesares.",seguidilla_gitana,Gritos huecos,"Calderón, José Luis",-,Yes
"Luto limitado
a la cortesía,
pues solo cumple la sombría escusa
de sentir mentiras.",seguidilla_gitana,Gritos huecos,"Calderón, José Luis",-,Yes
"A pocos les duele
este adiós de versos.
Poeta viudo que sepulta musa
en parnaso ciego.",seguidilla_gitana,Gritos huecos,"Calderón, José Luis",-,Yes
"La gente pasea por la calle atareada,
en sus quehaceres mientras yo te observó,
hay tráfico y un gran calor ahí afuera,
solo salgo a esperar realmente a que pases,
con pasos rápidos, como alarmada,
y no se por qué, si la vida es tranquilidad
y gozo andas como corriendo siempre a esta hora.",septeto,Prisas,"Gómez Pescador, Felipe Evaristo",-,Yes
"Ánfora blanca del licor divino
por siglos de los siglos decantado,
el eterno Alfarero te torneara
con el brazo de que hizo a Adán, y el torno
sigue tornando. ¡De la misma arcilla
vasijas nuevas de dolor y amores,
contra la tierra viénense a quebrar!",septeto,Ánfora,"de Unamuno, Miguel",1936,
"Tú no tienes historia ni desvelos.
Nada, nada anterior a ti. Ni el fuego.
Ni el lamer de los mares. Ni tu origen
de beso ardiendo y piedra derretida.
Nada, nada anterior. Ningún recuerdo.
Por sobre de la rosa de las aguas
tú eres geografía solamente.",septeto,Conócete a ti misma,"García Cabrera, Pedro",1981,Yes
"No hay hombres que son islas, ni islas que son hombres
que de pronto se van a algún quehacer extraño
y dejan en el mar, el río o el estanque
la huella siempre fresca de lo que antes fueron.
No ser isla, contorno, el lugar donde estaba
aquel islote fértil, el promontorio esbelto
de un pedazo de tierra que fue un pequeño mundo.",septeto,¿Por qué huyen todas las islas? - II,"de Champourcín, Ernestina",1999,Yes
"Y aquí, sobre las ondas de dos mares colosos
seguirán engrosando, subiendo las ciudades.
México es ya robusta, como lo manda Dios.
Dejaremos la tierra del azteca y del inca
después de dar la sangre, el sudor y los huesos;
después de haber sembrado en medio de volcanes
lo mejor de nosotros, el beso y la palabra.",septeto,Nos trajeron las ondas – V,"Moreno Villa, José",1955,Yes
"La nube escapó de la bruma
y reinó en el cielo de la noche
como lo más puro del universo
mas cuando se desvaneció
cerraron los ojos los gatos
y quienes intentaban descifrarla
perdiéronse por siempre en lo alto.",septeto,La nube,"Espinoza Neyra, Arturo R.",-,Yes
"Absurda contradicción deleitarse
con un precioso baile de nubes
desde una horizontal obligada
mientras un helado sudor rojo
sincrónicamente traza la muerte
sobre el suelo ávido de cadáveres
                  (frontera, palabra creada por el hombre)",septeto,La mirada del ejecutado,"del Rosario, Jorge",-,Yes
"El poema es la ciencia del esclavo
El saber inútil del esclavo
Que se arrastra como un reptil sobre la página
Y llama inmunda a la vida y maldice el tiempo
Y llama a Dios gusano que se enreda en la vida
Porque la vida es la criatura de Frankenstein
Que busca en vano compañera.",septeto,El poema es la ciencia del esclavo,"María Panero, Leopoldo",2014,Yes
"Los destructores siempre van delante,
Cada día con más poder y saña,
Sin enemigo ya que los espante.
Triunfa el secuestro con olor de hazaña,
Que pone en haz la hez del bicho humano.
Ni el más iluso al fin la historia engaña.
El infierno al alcance de la mano.",septeto,Infierno,"Guillén, Jorge",1984,Yes
"La vida tiene confusos laberintos
y hay perros que ladran a la luna.
Detrás de la luna nadie sabe,
nadie sabe nombrar lo que no existe.
La última gota de aquel vaso de cerveza
fue el último suspiro de su vida.
Imposibles seres. Criaturas de la luz.",septeto,Siete versos sin título,"Llorente Benito, Luis",-,Yes
"Si ya la niebla fría
al rayo que amanece odiosa ofende
y contra el claro día
las alas oscurísimas extiende,
no alcanza lo que emprende,
al fin y desparece,
y el sol puro en el cielo resplandece.",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"El ánimo constante
armado de verdad, mil aceradas,
mil puntas de diamante
embota y enflaquece; y desplegadas
las fuerzas encerradas,
sobre el opuesto bando
con poderoso pie se ensalza hollando.",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"¿Así el honor, Rosaura,
así, Estela, el honor así postrado?: 
¡grave error!, ¡pena fiera!
Cuando de horror la noche se restaura... 
Cuando el sol cristal nuevo ha penetrado... 
... cuando se anega por la azul esfera... 
... cuando el ocaso rayos reverbera...",septeto_lira,El peligro de la amistad,"de Morales, Cristobal",1553,
"... pues así combatida, 
la nave de mi honor ha naufragado... 
... así la pompa de mi mayo hermoso 
con adustiones yace deslucida...
... y como el simple vuelo remontado 
es mi candor a intento malicioso... 
... como el sol generoso",septeto_lira,El peligro de la amistad,"de Morales, Cristobal",1553,
"Tu fuerza legendaria,
la imponencia de tus sabios deseos,
tu vida es necesaria,
cual cien mil Odiseos.
Perdona a la lechuza de recreos,
pues en un sueño vive,
pues grita y aletea, va en declive.",septeto_lira,"Tu fuerza legendaria,",Anonymous,Unknown,
"No siempre es poderosa,
Carrero, la maldad, ni siempre atina
la envidia ponzoñosa,
y la fuerza sin ley que más se empina
al fin la frente inclina;
que quien se opone al cielo,
cuando más alto sube, viene al suelo.",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"Testigo es manifiesto
el parto de la Tierra mal osado,
que, cuando tuvo puesto
un monte encima de otro, y levantado,
al hondo derrocado,
sin esperanza gime
debajo su edificio que le oprime.",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"No pudo ser vencida,
ni la será jamás, ni la llaneza
ni la inocente vida
ni la fe sin error ni la pureza,
por más que la fiereza
del Tigre ciña un lado,
y el otro el Basilisco emponzoñado;",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"por más que se conjuren
el odio y el poder y el falso engaño,
y ciegos de ira apuren
lo propio y lo diverso, ajeno, estraño,
jamás le harán daño;
antes, cual fino oro,
recobra del crisol nuevo tesoro.",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"y con cien voces suena
la Fama, que a la Sierpe, al Tigre fiero
vencidos los condena
a daño no jamás perecedero;
y, con vuelo ligero
veniendo, la Vitoria
corona al vencedor de gozo y gloria.",septeto_lira," 

Oda XV - A don Pedro Portocarrero","de León (Fray Luis de León), Luis",1591,
"Negros fantasmas,       
nubes sombrías                             
ahuyen ante el destello                   
de luz divina.                                
Esa luz santa,                                
niña de ojos negros,                      
es la esperanza. ",septilla,Rima LXXXIII,"Bécquer, Gustavo Adolfo",1870,
"Nos hasemos ilusiones…
de separarnos tú y yo,
y hay un hilito invisible
que nos amarra a los dos.
Tienes una boca
que seria quita er sentío,
y si te ríes, disloca.",septilla,Nos hasemos ilusiones…,"Álvarez Quintero, Serafín / Álvarez Quintero, Joaquín",1944,Yes
"De seu era pobre.
Mesquiño non o era,
só herdara o mal nome;
a voz laboriosa
do sol e do vento
e a fouce emprestada
de servir señores.",septilla,O Coreño,"Domínguez Romero, Francisco",2005,Yes
"¿No te emponzoñas, oh abeja,
Chupando de flor en flor?
—¡Ah! no: mi boca bermeja
Absorbe el néctar, y deja
El tósigo estragador.
  Tan sólo miel saca el bueno
  Do el malo, sólo veneno.",septilla,LA ABEJA SENSATA,"Pombo, Rafael",1912,
"Dama de noche, estrellada
oscuridad de los ciegos.
Piso tu sombra de luna
y el borde de tu perfume
derramado en el paseo.
Dama de noche, estrellada;
oscuridad de los ciegos.",septilla,DAMA DE NOCHE,"Altolaguirre, Manuel ",1959,
"Al calor de sus rayos                                   
mi fe gigante 
contra desdenes lucha 
sin amenguarse. 
En este empeño 
es, si grande el martirio, 
Mayor el premio.",septilla,RIMA LXXXIX,"Bécquer, Gustavo Adolfo",1870,
"Y si aún muestras, esquiva, 
alma de nieve; 
si aún no me quisieras, 
yo he de quererte. 
Mi amor es roca 
donde se estrellan tímidas 
Del mar las olas.",septilla,RIMA LXXXIII,"Bécquer, Gustavo Adolfo",1870,
"¿Sabré yo, el triste, ir,
ir adonde está ella?
(¡Qué cruce subterráneo
de belleza y de pena;
qué aéreo tropezamos!)
... Ella sabrá venir
a mí, que es muerta eterna.",septilla,EL PASAJE  ,"Jiménez Mantecón, Juan Ramón ",1958,
"Buenas noches hermosa
que sueñes con demonios
con cucarachas blancas
y que veas las cuencas
de la muerte mirándote
con mis ojos en llamas
y que no sea un sueño",septilla,BUENAS NOCHES HERMOSA,"Hahn, Óscar ",-,Yes
"Muchachita mía, 
gloria y ufanía 
de mi atardecer, 
¡yo solo tenía  
la santa alegría  
de mi poesía  
y de tu querer!",septilla,¡PUELLA MEA!,"Nervo, Amado",1919,
"Era un aire suave, de pausados giros; 
el hada Harmonía ritmaba sus vuelos; 
e iban frases vagas y tenues suspiros 
entre los sollozos de los violoncelos.",serventesio,Era un aire suave…,"Darío, Rubén",1916,
"Pasaba el agua rizada bajo los ojos del puente.
Lejos la ciudad dormía,
como cubierta de un mago fanal de oro transparente.
Bajo los arcos de piedra el agua clara corría.",serventesio,HACIA UN OCASO RADIANTE ,"Machado, Antonio",1939,
"Yo soy aquel que ayer no más decía
el verso azul y la canción profana,
en cuya noche un ruiseñor había
que era alondra de luz por la mañana.",serventesio,CANTOS DE VIDA Y ESPERANZA   I,"Darío, Rubén",1916,
"¿Por qué os secáis, violetas generosas,
Que me dio en hora amarga mano pía?
Pues patria al alma dais, flores medrosas,
¡No os secaréis en la memoria mía!",serventesio,Patria en las flores ,"Martí, José",1895,
"¿Por qué tanta infancia exquisita?
¿Porque ingenuamente se ignora,
Y a su presencia se limita,
Y todo el niño ocurre ahora?",serventesio,TRÉBOL,"Guillén, Jorge",1984,Yes
"No os enorgullezcáis, niñas hermosas,
porque líneas tenéis esculturales:
vuestras carnes se pudren, y, en las fosas,
todos los esqueletos son iguales.",serventesio,Gotas de ajenjo XXII,"Flórez, Julio",1923,
"Tú eres fatal ante la muerte.
Yo soy fatal ante la vida.
Yo siempre en pie quisiera verte,
tú quieres verte siempre hundida.",serventesio,Tú eres fatal ante la muerte,"Hernández, Miguel",1942,Yes
"Os debo un excelente sinapismo
Que de la tos me mitigó la pena
Y que fue imagen vuestra al tiempo mismo,
Pues siendo tan picante sois tan buena.",serventesio,IMPROVISADO,"Pombo, Rafael",1912,
"¡Oh Dios! nacer mujer es triste cosa,
desventurada suerte nos rodea,
¡Ay infeliz de la que nace hermosa!
Y ¡ay infeliz de la que nace fea!",serventesio,EN UN ÁLBUM DE UNA SEÑORA QUE QUERÍA QUE SE DIJESE ALGO ACERCA DE LA DESGRACIA DE SER MUJER  ,"Coronado, Carolina ",1911,
"Ya rindió una jornada la fiebre de mis brazos
y aún están los leones de mi numen erguidos:
los músculos alertas para nuevos zarpazos
y firmes los pulmones para nuevos rugidos.",serventesio,PRIMERA ESTACIÓN  ,"Blanco Meaño, Andrés Eloy ",1955,
"Quiero escribir, mas yo no pienso nada.
Ni nada sé, ni tengo que decir.
—¡Bah, bah! ¡qué idea! Versos, camarada
Ensarte versos, y se hará aplaudir.",serventesio, ¡VERSOS!  ,"Pombo, Rafael",1912,
"¡Cuánto, Señor, te debo por todos los momentos
en que pudiste hacerme sufrir y no lo hiciste!
Las horas del dolor suman tiempos tan lentos
que más que por la edad se enveceje por triste.",serventesio,CONFORMIDAD,"Conde, Carmen",1996,Yes
"Si mis ásperos metros yo te envío
con dulces versos del divino Laso,
no juzgues que el orgullo necio mío
me finja que le iguale en el Parnaso.
Lo hago porque juntas quiero darte
con prendas de mi amor, reglas del arte.",sexta_rima,REMITIENDO A UN POETA JOVEN LAS POESÍAS DE GARCILADO CON ALGUNOS VERSOS MÍOS  ,"Cadalso, José ",1782,
"La obra-delante, y el amor-adentro:—
Y el amor, remolino avaricioso,
El alma entera arrastra al hondo centro;
La obra perece—y el amor celoso,
Luego que por su culpa el hombre yerra,
Con culpa y sin vigor lo deja en tierra.",sexta_rima,Obra y amor ,"Martí, José",1895,
"Bello es el astro rey del claro día,
bellísima su faz fecundizante;
bella es la reina de la noche umbría
con su pálida luz, su brillo amante;
¡pero más bella aún, más seductora,
es la mujer que el corazón adora!",sexta_rima,Un cuento de amores IX,"Zorrilla, José",1893,
"A un ciego le decía un linajudo:
""Todos mis ascendientes héroes fueron.""
Y respondiole el ciego: ""No lo dudo;
yo sin vista nací: mis padres vieron.""
No se envanezca de su ilustre raza
quien pudo ser melón y es calabaza. ",sexta_rima,Fábulas en verso XLVI,"Hartzenbusch, Juan Eugenio ",1880,
"Rudo amante del lienzo, recía llama
Que blanquecinamente tabletea
Telar del hilo de la fro en rama
Pincel que teje, aguja que tornea
Nunca la línea revistió más peso
Ni el alma paño vivo en carne y hueso",sexta_rima,Zurbarán,"Alberti, Rafael",1999,Yes
"Amor amor obesidad hermana
soplo de fuelle hasta abombar las horas
y encontraste al salir una mañana
que Dios es Dios sin colaboradoras
y que es azul la mano del grumete
-amor amor amor- de seis a siete",sexta_rima,AMOR,"Diego Cendoya, Gerardo ",1987,Yes
"Mas no le falta con quietud segura
de varios bienes rica y sana vida;
los anchos campos, lagos de agua pura;
la cueva, la floresta divertida,
las presas, el balar de los ganados,
los apacibles sueños no inquietados.",sexta_rima,CANTO V,"Fernández de Moratín, Nicolás",1780,
"He visto la locura de veranos
por tus curvas de mares formidables;
los vientos se posaban en las manos
y las anclas quedaban sin sus cables.
Sin brújula en océano bravío
ondulaban caricias de navío.",sexta_rima,TU AZUL GEOGRAFÍA,"Calderón, José Luis",-,Yes
"Aquí Diana en el fogoso estío
venir suele a bañarse calurosa,
por ser albergue lóbrego y sombrío;
y de sus ninfas la cuadrilla hermosa
tejerla suele con ebúrneas manos
cenador de cerezos y avellanos.",sexta_rima,CANTO V,"Fernández de Moratín, Nicolás",1780,
"Yo no sé si eres muerte o eres vida,
si toco rosa en ti, si toco estrella,
si llamo a Dios o a ti cuando llamo.
Junco en el agua o sorda piedra herida
sólo sé que la tarde es ancha y bella,
sólo sé que soy hombre y que te amo.",sexta_rima,Ciencia de amor,"Alonso, Dámaso",1990,Yes
"La princesa está triste..., ¿qué tendrá la princesa?
Los suspiros se escapan de su boca de fresa,
que ha perdido la risa, que ha perdido el color.
La princesa está pálida en su silla de oro.
Está mudo el teclado de su clave sonoro,
y en un vaso, olvidada, se desmaya una flor.",sexteto,Sonatina,"Darío, Rubén",1916,
"Entre las rocas de la costa alzada
se oye un extraño hablar, de madrugada,
de gentes que en la noche vigilaron;
las barcas, animadas de un deseo,
tienen un misterioso balanceo,
y nunca se están quietas en donde las dejaron.",sexteto,Se pinta el mar,"Marquina, Eduardo",1946,
"Padre y maestro mágico, liróforo celeste,
que al instrumento olímpico y a la siringe agreste
diste tu acento encantador;
Panida, Pan tu mismo, que coros condujiste
hacia el propíleo sacro que amaba tu alma triste
al son del sistro y del tambor.",sexteto,"Responso (A Ángel Estrada, poeta)","Darío, Rubén",1916,
"Desfila un ringlero de seminaristas,
bayetas peladas como los sopistas,
tricornios jaranos, negrura montés.
Cencerra la recua de mulos hastiales
negros y zancudos, sin goces nupciales,
y el mulero canta canto aragonés.",sexteto,La infanzona de Medinica,"del Valle-Inclán, Ramón María ",1936,
"Ya no quiere el palacio, ni la rueca de plata,
ni el halcón encantado, ni el bufón escarlata,
ni los cisnes unánimes en el lago de azur.
Y están tristes las flores por la flor de la corte;
los jazmines de Oriente, los nelumbos del Norte,
de Occidente las dalias y las rosas del Sur.",sexteto,Sonatina,"Darío, Rubén",1916,
"¡Ay!, la pobre princesa de la boca de rosa
quiere ser golondrina, quiere ser mariposa,
tener alas ligeras, bajo el cielo volar,
ir al sol por la escala luminosa de un rayo,
saludar a los lirios con los versos de mayo,
o perderse en el viento sobre el trueno del mar.",sexteto,Sonatina (la princesa está triste),"Darío, Rubén",1916,
"¡Ah, si hoy pudiera resonar la lira
que con Quevedo descendió a la tumba,
en medio de esta universal mentira,
de este viendo de escándalo que zumba,
de este fétido hedor que se respira,
de esta España inmoral que se derrumba.",sexteto,ESTROFAS IV,"Núñez de Arce, Gaspar ",1903,
"Un trozo de silencio en la ventana
me dibuja la noche de cristal
con la luna colgada del olvido.
Unas gotas de polvo en la mañana
por ausencia de besos de coral
ponen sombras de piedras en mi nido.",sexteto,COLGADO EN TU OLVIDO,"Calderón, José Luis",-,Yes
"Una brisa fugaz del lado izquierdo
como rayo de sed por tu figura,
me calcina con lágrimas de penas.
Un camino que pisa tu recuerdo
con zapatos preñados de amargura,
dejan huellas de piel en mis cadenas.",sexteto,COLGADO EN TU OLVIDO,"Claderón, José Luis",-,Yes
"Un beso del pasado cada noche
por mis labios ansiosos de tu boca
sin el mapa que muestre tu perdón.
Una duda sentada en el reproche
me golpea en el alma como roca
de nieblas en mi triste corazón.",sexteto,COLGADO EN TU OLVIDO,"Claderón, José Luis",-,Yes
"¡Oh llama de amor viva, 
que tiernamente hieres 
de mi alma en el más profundo centro! 
pues ya no eres esquiva, 
acaba ya, si quieres; 
rompe la tela de este dulce encuentro.",sexteto_lira,LLAMA DE AMOR VIVA,"de la Cruz, San Juan",1591,
"Al brillar un relámpago nacemos,
y aún dura su fulgor cuando morimos;
¡tan corto es el vivir!
La Gloria y el Amor tras que corremos
sombras de un sueño son que perseguimos;
¡despertar es morir!",sexteto_lira,RIMA LXIX,"Bécquer, Gustavo Adolfo",1870,
"¡Oh llama de amor viva,
que tiernamente hieres
de mi alma en el más profundo centro!
pues ya no eres esquiva,
acaba ya, si quieres;
rompe la tela de este dulce encuentro.",sexteto_lira,LLAMA DE AMOR VIVA,"de la Cruz, San Juan",1591,
"¿Tornarás por ventura
a ser de nuevas olas, nao llevada
a probar la ventura
del mar, que tanto tienes ya probada?
¡Oh! Que es gran desconcierto.
¡Oh! Toma ya seguro, estable puerto.",sexteto_lira,ODA XIV,"de León, Fray Luis ",1591,
"Como en la ardiente arena
el líbico león las cabras sigue,
las haces desordena,
y rompe y las persigue
armado relumbrando,
la vida por la gloria despreciando.",sexteto_lira,ODA XXII - A DON PEDRO PORTOCARRERO AUSENTE,"de León, Fray Luis ",1591,
"Llevaba en la cabeza
una lechera el cántaro al mercado
con aquella presteza,
aquel aire sencillo, aquel agrado,
que va diciendo a todo el que lo advierte:
¡Yo sí que estoy contenta con mi suerte!",sexteto_lira,LA LECHERA  ,"de Samaniego, Félix María ",1801,
"El hombre justo y bueno,
El que de culpa está y mancilla puro,
Las manos en el seno,
Sin dardo ni azagaya va seguro,
Y sin llevar cargada
La aljaba de saeta enherbolada",sexteto_lira,Oda XXII,"de León, Fray Luis ",1591,
"Era Fray Juan un viejo capuchino,
sostén del peregrino,
brazo del infeliz, pan del hambriento;
era Fray Juan, el venerable anciano
el del cerquillo cano,
la presea mejor de su convento.",sexteto_lira,La nube de verano (A Doña Mercedes de Elizondo),"Darío, Rubén",1916,
"Suelta al céfiro blando
ese vellón que luce en tu cabeza,
verás que, tremolando,
a cautivar amantes, Lida, empieza,
y que en cada cabello
enreda un alma y aprisiona un cuello",sexteto_lira,ODA V,"de Villegas, Esteban Manuel ",1669,
"Ya está muerta tu esposa.
Ya aguardaba mi pecho receloso
la nueva rigurosa,
pronosticando un fin tan lastimoso;
que siempre temió el alma
de un don Pedro el rigor, que su bien calma.",sexteto_lira,Deste agua no beberé,"de Claramonte y Corroy,Andrés ",1626,
"He admirado el hormiguero
cuando henchían su granero
las innúmeras hormigas.
He observado su tarea
bajo el fuego que caldea
la estación de las espigas.",sextilla,Las repúblicas I,"Gabriel y Galán, José María ",1905,
"La vida es un mar sombrío;
la humanidad, sin embargo,
río es que allí va a luchar;
yo soy agua de ese río:
menos dulce y más amargo
mientras más entro en el mar.",sextilla,Gotas de ajenjo XCIV,"Flórez, Julio",1923,
"Aquí  me  pongo  a  cantar
al  compás  de  la  vigüela,
que al nombre  que  lo desvela
una  pena  extrordinaria,
como  la  ave  solitaria
con  el  cantar  se  consuela.",sextilla,El Gaucho Martín Fierro I,"Hernández, José ",1886,
"Vengan  santos  milagrosos,
vengan  todos  en  mi  ayuda,
que  la  lengua  se  me  añuda
y  se  me  turba  la  vista;
pido a  mi  Dios que  me asista
en  una  ocasión  tan  ruda.",sextilla,El Gaucho Martín Fierro I,"Hernández, José ",1886,
"Mas  ande  otro  criollo  pasa
Martín  Fierro  ha  de  pasar,
nada  lo  hace  recular,
ni  los fantasmas  lo espantan;
y  dende  que  todos  cantan
yo  también  quiero  cantar.",sextilla,El Gaucho Martín Fierro I,"Hernández, José ",1886,
"Ventura astrosa, 
crüel, enojosa, 
captiva, mesquina,
¿por qué eres sañosa, 
contra mí dañosa, 
e falsa vecina?",sextilla,CANTICA DE LOORES DE SANTA MARÍA,"Ruiz (Arcipreste de Hita), Juan",1350,
"Y la morocha lozana
de sediciosa cadera,
en cuya humilde pollera,
primicias de juventud,
nos insinuó la inquietud
de la loca primavera.",sextilla,A LOS GAUCHOS,"Lugones, Leopoldo ",1938,
"Aquí me pongo a cantar
al compás de la vigüela,
que el hombre que lo desvela
una pena extraordinaria,
como la ave solitaria
con el cantar se consuela.",sextilla,El Gaucho Martín Fierro I,"Hernández, José ",1886,
"Pido a los santos del cielo
que ayuden mi pensamiento,
les pido en este momento,
que voy a cantar mi historia,
me refresquen la memoria
y aclaren mi entendimiento.",sextilla,El Gaucho Martín Fierro I,"Hernández, José ",1886,
"Existe una poesía
sin ritmo ni armonía
monótona, cansada,
como una letanía...,
de que está desterrada
la pena y la alegría",sextilla,PROSA,"Machado, Manuel",1947,Yes
"Placidez honda, sumisa
a la ley, y en la gentil
boca breve, una sonrisa
enigmática, sutil,
iluminando, indecisa,
la tez color de marfil.",sextilla,VIII. LA SANTIDAD DE LA MUERTE,"Nervo, Amado",1919,
"Las tierras labrantías,
como retazos de estameñas pardas,
el huertecillo, el abejar, los trozos
de verde obscuro en que el merino pasta,
entre plomizos peñascales, siembran
el sueño alegre de infantil Arcadia.

En los chopos lejanos del camino,
parecen humear las yertas ramas
como un glauco vapor las nuevas hojas
y en las quiebras de valles y barrancas
blanquean los zarzales florecidos,
y brotan las violetas perfumadas.",silva_arromanzada,Campos de Soria II,"Machado, Antonio",1939,
"Es la tierra de Soria árida y fría.
Por las colinas y las sierras calvas,
verdes pradillos, cerros cenicientos,
la primavera pasa
dejando entre las hierbas olorosas
sus diminutas margaritas blancas.

La tierra no revive, el campo sueña.
Al empezar abril está nevada
la espalda del Moncayo;
el caminante lleva en su bufanda
envueltos cuello y boca, y los pastores
pasan cubiertos con sus luengas capas.",silva_arromanzada,Campos de Soria I,"Machado, Antonio",1939,
"¿Será mejor que el vicio
tras sí a la virtud lleve,
que no que la virtud
el vicio traiga, en fe de que se enmiende?
Perdonar un delito
acción es de los reyes,
principalmente cuando
no hay parte que jurídica le pruebe,
mas condenar sin él,
ni lo es, ni serlo puede,
que restringir los males
es rigor, y piedad ampliar los bienes.
Y así, vivan entrambos,
y llegará a deberte
la Prudencia que vean
tejer entre tus palmas sus laureles.",silva_arromanzada,¿Quién hallará mujer fuerte?,"Calderón de la Barca, Pedro ",1681,
"Las ascuas de un crepúsculo morado  
detrás del negro cipresal humean...  
En la glorieta en sombra está la fuente  
con su alado y desnudo Amor de piedra,  
que sueña mudo. En la marmórea taza  
Reposa el agua muerta.",silva_arromanzada,Las ascuas de un crepúsculo morado  ,"Machado, Antonio",1939,
"Débora, cuyo nombre,
sobre sacerdotisa,
en el idioma hebreo
la argumentosa abeja significa;
no sin grande alusión
de tus méritos digna,
pues tiene en su formada
república ave reina que la rija,
en cuya real tarea
tanto al afán se aplica,
que son para ella graves
y para todos dulces sus fatigas.
No este juicio suspensa
te tenga ni indecisa,
que ya de la Prudencia
viene hollando la senda la Justicia.
Quien no estima el perdón,
bien claramente explica
que no comete osado
la culpa de quien tímido le estima.
La conciencia acusada
fiscal es de sí misma,
y así le trata el uno
como acaso y el otro como dicha.
No se indicia de aquél
lo que deste se indicia,
pues como no esperada,
brota hallada de balde la alegría.
El reconocimiento,
aunque es virtud, se vicia
cuando afectado muestra
que cae sobre piedad no merecida.
Alborozadas gracias,
que pasan de la línea
de agradecidas se hacen
sospechosas de puro agradecidas.
Anima, pues, de espacio
lo que él aborta aprisa:
verás que los temores
a las seguridades se anticipan,
y veré yo si el Mundo,
de la sabiduría
da el laurel a Prudencia
que omite o a Justicia que averigua.",silva_arromanzada,¿Quién hallará mujer fuerte?,"Calderón de la Barca, Pedro ",1681,
"Del salón en el ángulo oscuro, 
de su dueño tal vez olvidada, 
silenciosa y cubierta de polvo 
veíase el arpa.  
¡Cuánta nota dormía en sus cuerdas, 
como el pájaro duerme en las ramas, 
esperando la mano de nieve 
que sabe arrancarlas!  
¡Ay! -pensé-. ¡Cuántas veces el genio 
así duerme en el fondo del alma, 
y una voz, como Lázaro, espera 
Que le diga: «Levántate y anda!»",silva_arromanzada,RIMA VII,"Bécquer, Gustavo Adolfo",1870,
